tier,model,bench,arch,arch_key,N,n,acc,lo,hi,usd_1k,samples
T3,gpt-5-mini,MedQA,Self-consistency,sc,3,250,92.80000000000001,88.90706197648032,95.39748069895191,1.410276,3.0
T3,gpt-5-mini,MedQA,Self-consistency,sc,5,250,93.2,89.38099139309014,95.7114442045424,2.30146,5.0
T3,gpt-5-mini,MedQA,Self-consistency,sc,9,250,94.0,90.33762972146849,96.33059172056464,4.149616,9.0
T3,gpt-5-mini,MedQA,Self-consistency,sc,15,250,93.60000000000001,89.85776859091057,96.02255992892228,6.77706,15.0
T3,gpt-5-mini,MedXpertQA,Centralized,centralized,1,250,46.800000000000004,40.709862287317655,52.98699433507994,1.530808,2.192
T3,gpt-5-mini,MedXpertQA,Centralized,centralized,3,250,49.2,43.06189740306896,55.36231675253044,2.479412,4.136
T3,gpt-5-mini,MedXpertQA,Centralized,centralized,5,250,48.4,42.27633144685887,54.572096864339926,3.680572,6.248
T3,gpt-5-mini,MedXpertQA,Centralized,centralized,7,250,46.0,39.92896616885707,52.192104609139925,4.891232,8.28
T3,gpt-5-mini,MedXpertQA,Centralized,centralized,9,250,46.400000000000006,40.31921887809056,52.58974482210673,6.065508,10.304
T3,gpt-5-mini,MedXpertQA,Decentralized,discussion,1,250,45.6,39.53910486617902,51.79407298961768,0.57942,1.0
T3,gpt-5-mini,MedXpertQA,Decentralized,discussion,3,250,47.599999999999994,41.49231875977522,53.78032370702297,2.32818,4.104
T3,gpt-5-mini,MedXpertQA,Decentralized,discussion,5,250,48.0,41.88413078841016,54.17640460058833,4.393944,7.64
T3,gpt-5-mini,MedXpertQA,Decentralized,discussion,7,250,46.800000000000004,40.709862287317655,52.98699433507994,6.645092,11.592
T3,gpt-5-mini,MedXpertQA,Decentralized,discussion,9,250,46.0,39.92896616885707,52.192104609139925,9.144276,15.588
T3,gpt-5-mini,MedXpertQA,Hybrid,tiered,1,250,45.2,39.14963575347428,51.395649180122106,0.605348,1.06
T3,gpt-5-mini,MedXpertQA,Hybrid,tiered,3,250,44.4,38.3718776205658,50.59762146862998,0.710456,1.204
T3,gpt-5-mini,MedXpertQA,Hybrid,tiered,5,250,44.800000000000004,38.76055969177519,50.9968323196209,0.865452,1.44
T3,gpt-5-mini,MedXpertQA,Hybrid,tiered,7,250,44.4,38.3718776205658,50.59762146862998,0.92816,1.532
T3,gpt-5-mini,MedXpertQA,Hybrid,tiered,9,250,44.4,38.3718776205658,50.59762146862998,1.200048,1.936
T3,gpt-5-mini,MedXpertQA,Independent,independent,1,500,41.6,37.35967050684002,45.96842308447916,0.586122,1.0
T3,gpt-5-mini,MedXpertQA,Independent,independent,3,250,46.400000000000006,40.31921887809056,52.58974482210673,1.713556,3.0
T3,gpt-5-mini,MedXpertQA,Independent,independent,5,250,47.199999999999996,41.10089576615158,53.38385377844631,2.843696,5.0
T3,gpt-5-mini,MedXpertQA,Independent,independent,7,250,46.0,39.92896616885707,52.192104609139925,3.97468,7.0
T3,gpt-5-mini,MedXpertQA,Independent,independent,9,250,46.400000000000006,40.31921887809056,52.58974482210673,5.105436,9.0
T3,gpt-5-mini,MedXpertQA,SAS CoT,cot,1,250,41.6,35.66223071073427,47.7920179230594,0.7175279999999999,1.0
T3,gpt-5-mini,MedXpertQA,SAS zero-shot,zeroshot,1,250,43.2,37.208205941359104,49.39761438123577,0.459008,1.0
T3,gpt-5-mini,MedXpertQA,Self-consistency,sc,1,250,42.4,36.43441561818743,48.595618860006844,0.667952,1.0
T3,gpt-5-mini,MedXpertQA,Self-consistency,sc,3,250,43.2,37.208205941359104,49.39761438123577,1.834096,3.0
T3,gpt-5-mini,MedXpertQA,Self-consistency,sc,5,250,43.2,37.208205941359104,49.39761438123577,3.000464,5.0
T3,gpt-5-mini,MedXpertQA,Self-consistency,sc,9,250,46.0,39.92896616885707,52.192104609139925,5.411132,9.0
T3,gpt-5-mini,MedXpertQA,Self-consistency,sc,15,250,47.599999999999994,41.49231875977522,53.78032370702297,8.870868,15.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Centralized,centralized,1,250,22.0,17.310114571003236,27.53738087497567,2.2497,2.424
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Centralized,centralized,3,250,25.6,20.587733738785833,31.350798006995795,3.704192,4.24
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Centralized,centralized,5,250,23.200000000000003,18.396999526506153,28.814174686073663,5.328448,6.208
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Centralized,centralized,7,250,24.8,19.855073569865585,30.50767233151544,6.898508,8.2
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Centralized,centralized,9,250,22.400000000000002,17.671751406074325,27.963636962104886,8.500388,10.24
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Decentralized,discussion,1,250,21.6,16.94915254237288,27.110449981405726,0.753532,1.012
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Decentralized,discussion,3,250,22.0,17.310114571003236,27.53738087497567,3.083884,3.852
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Decentralized,discussion,5,250,22.400000000000002,17.671751406074325,27.963636962104886,5.31964,6.48
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Decentralized,discussion,7,250,22.0,17.310114571003236,27.53738087497567,8.177792,9.66
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Decentralized,discussion,9,250,22.0,17.310114571003236,27.53738087497567,10.97672,12.672
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Hybrid,tiered,1,250,22.400000000000002,17.671751406074325,27.963636962104886,0.936856,1.264
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Hybrid,tiered,3,250,22.400000000000002,17.671751406074325,27.963636962104886,1.34166,1.816
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Hybrid,tiered,5,250,22.400000000000002,17.671751406074325,27.963636962104886,1.743548,2.36
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Hybrid,tiered,7,250,22.400000000000002,17.671751406074325,27.963636962104886,2.176684,2.932
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Hybrid,tiered,9,250,22.0,17.310114571003236,27.53738087497567,2.820804,3.664
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Independent,independent,1,250,21.6,16.94915254237288,27.110449981405726,0.744896,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Independent,independent,3,250,20.4,15.8704508175768,25.825472939600896,2.240112,3.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Independent,independent,5,250,21.6,16.94915254237288,27.110449981405726,3.7315679999999998,5.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Independent,independent,7,250,21.6,16.94915254237288,27.110449981405726,5.22736,7.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Independent,independent,9,250,21.6,16.94915254237288,27.110449981405726,6.721884,9.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,SAS CoT,cot,1,250,20.8,16.22930646183891,26.254510217539096,1.505604,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,SAS zero-shot,zeroshot,1,250,20.8,16.22930646183891,26.254510217539096,0.344244,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Self-consistency,sc,1,250,23.200000000000003,18.396999526506153,28.814174686073663,3.318812,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Self-consistency,sc,3,250,23.200000000000003,18.396999526506153,28.814174686073663,4.802692,3.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Self-consistency,sc,5,250,21.6,16.94915254237288,27.110449981405726,6.286292,5.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Self-consistency,sc,9,250,22.400000000000002,17.671751406074325,27.963636962104886,11.831464,9.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedAgentsBench-hard,Self-consistency,sc,15,250,22.8,18.03405041462213,28.389230875757388,16.286804,15.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Centralized,centralized,1,250,81.2,75.89815771806265,85.55749021356085,2.164032,2.136
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Centralized,centralized,3,250,81.2,75.89815771806265,85.55749021356085,3.74686,4.096
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Centralized,centralized,5,250,81.6,76.33102234972704,85.91251850409677,5.380464,6.048
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Centralized,centralized,7,250,81.2,75.89815771806265,85.55749021356085,7.121556,8.064
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Centralized,centralized,9,250,80.4,75.03481276833216,84.84504931889076,8.71958,10.048
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Decentralized,discussion,1,250,79.2,73.74548978246092,83.77069353816108,0.795408,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Decentralized,discussion,3,250,81.2,75.89815771806265,85.55749021356085,2.658224,3.252
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Decentralized,discussion,5,250,80.80000000000001,75.46609408206535,85.20166092735785,4.55806,5.52
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Decentralized,discussion,7,250,80.4,75.03481276833216,84.84504931889076,6.594736,7.868
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Decentralized,discussion,9,250,80.4,75.03481276833216,84.84504931889076,8.583972,10.188
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Hybrid,tiered,1,250,78.8,73.31716894914767,83.41112144927403,0.864236,1.08
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Hybrid,tiered,3,250,78.8,73.31716894914767,83.41112144927403,1.007392,1.252
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Hybrid,tiered,5,250,78.8,73.31716894914767,83.41112144927403,1.125412,1.4
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Hybrid,tiered,7,250,78.8,73.31716894914767,83.41112144927403,1.256324,1.56
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Hybrid,tiered,9,250,79.2,73.74548978246092,83.77069353816108,1.510808,1.828
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Independent,independent,1,250,79.2,73.74548978246092,83.77069353816108,0.795408,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Independent,independent,3,250,79.2,73.74548978246092,83.77069353816108,2.382732,3.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Independent,independent,5,250,79.2,73.74548978246092,83.77069353816108,3.9717,5.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Independent,independent,7,250,79.60000000000001,74.1745270603991,84.1295491824232,5.56342,7.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Independent,independent,9,250,80.4,75.03481276833216,84.84504931889076,7.154236,9.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,SAS CoT,cot,1,250,79.60000000000001,74.1745270603991,84.1295491824232,1.603052,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,SAS zero-shot,zeroshot,1,250,80.4,75.03481276833216,84.84504931889076,0.349552,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Self-consistency,sc,1,250,82.0,76.76470766122657,86.26672611479754,3.638816,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Self-consistency,sc,3,250,83.6,78.50808922234535,87.67491624247995,5.629236,3.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Self-consistency,sc,5,250,83.2,78.07090132068878,87.32421122193622,7.619736,5.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Self-consistency,sc,9,250,84.0,78.94621432010622,88.02468406691939,14.262012,9.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedQA,Self-consistency,sc,15,250,83.6,78.50808922234535,87.67491624247995,20.338972,15.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Centralized,centralized,1,250,22.8,18.03405041462213,28.389230875757388,2.505948,2.248
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Centralized,centralized,3,250,22.400000000000002,17.671751406074325,27.963636962104886,3.95172,4.072
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Centralized,centralized,5,250,21.6,16.94915254237288,27.110449981405726,5.77696,6.072
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Centralized,centralized,7,250,21.6,16.94915254237288,27.110449981405726,7.64376,8.096
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Centralized,centralized,9,250,20.8,16.22930646183891,26.254510217539096,9.332184,10.12
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Decentralized,discussion,1,250,22.0,17.310114571003236,27.53738087497567,0.831108,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Decentralized,discussion,3,250,22.0,17.310114571003236,27.53738087497567,3.274624,3.684
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Decentralized,discussion,5,250,22.8,18.03405041462213,28.389230875757388,6.075308,6.6
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Decentralized,discussion,7,250,23.200000000000003,18.396999526506153,28.814174686073663,8.697176,9.296
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Decentralized,discussion,9,250,22.400000000000002,17.671751406074325,27.963636962104886,11.819412,12.384
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Hybrid,tiered,1,250,22.8,18.03405041462213,28.389230875757388,1.008832,1.224
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Hybrid,tiered,3,250,22.400000000000002,17.671751406074325,27.963636962104886,1.383988,1.684
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Hybrid,tiered,5,250,22.0,17.310114571003236,27.53738087497567,1.729072,2.12
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Hybrid,tiered,7,250,22.0,17.310114571003236,27.53738087497567,2.086324,2.568
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Hybrid,tiered,9,250,22.0,17.310114571003236,27.53738087497567,2.442676,3.016
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Independent,independent,1,250,22.0,17.310114571003236,27.53738087497567,0.831108,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Independent,independent,3,250,22.0,17.310114571003236,27.53738087497567,2.498852,3.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Independent,independent,5,250,22.0,17.310114571003236,27.53738087497567,4.166616,5.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Independent,independent,7,250,22.0,17.310114571003236,27.53738087497567,5.836092,7.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Independent,independent,9,250,22.0,17.310114571003236,27.53738087497567,7.499192,9.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,SAS CoT,cot,1,250,23.200000000000003,18.396999526506153,28.814174686073663,1.65554,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,SAS zero-shot,zeroshot,1,250,23.200000000000003,18.396999526506153,28.814174686073663,0.41646,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Self-consistency,sc,1,250,20.8,16.22930646183891,26.254510217539096,4.34648,1.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Self-consistency,sc,3,250,21.6,16.94915254237288,27.110449981405726,6.69386,3.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Self-consistency,sc,5,250,22.400000000000002,17.671751406074325,27.963636962104886,9.04144,5.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Self-consistency,sc,9,250,22.8,18.03405041462213,28.389230875757388,16.89808,9.0
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,MedXpertQA,Self-consistency,sc,15,250,22.0,17.310114571003236,27.53738087497567,23.87458,15.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Centralized,centralized,1,250,44.4,38.3718776205658,50.59762146862998,6.250184,2.408
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Centralized,centralized,3,250,44.0,37.983590558700136,50.19801560829534,10.126608,4.224
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Centralized,centralized,5,250,44.800000000000004,38.76055969177519,50.9968323196209,14.437376,6.136
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Centralized,centralized,7,250,45.2,39.14963575347428,51.395649180122106,18.89992,8.136
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Centralized,centralized,9,250,44.0,37.983590558700136,50.19801560829534,23.32676,10.176
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Decentralized,discussion,1,250,44.0,37.983590558700136,50.19801560829534,2.305992,1.012
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Decentralized,discussion,3,250,44.0,37.983590558700136,50.19801560829534,9.017392,3.768
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Decentralized,discussion,5,250,44.4,38.3718776205658,50.59762146862998,16.955928,6.72
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Decentralized,discussion,7,250,45.2,39.14963575347428,51.395649180122106,24.981136,9.772
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Decentralized,discussion,9,250,45.6,39.53910486617902,51.79407298961768,32.676488,12.636
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Hybrid,tiered,1,250,43.6,37.5956996054035,49.79801363939168,3.670256,1.692
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Hybrid,tiered,3,250,43.6,37.5956996054035,49.79801363939168,7.063648,3.088
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Hybrid,tiered,5,250,44.4,38.3718776205658,50.59762146862998,10.484656,4.48
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Hybrid,tiered,7,250,45.6,39.53910486617902,51.79407298961768,13.82956,5.956
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Hybrid,tiered,9,250,45.2,39.14963575347428,51.395649180122106,17.757992,7.336
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Independent,independent,1,250,44.0,37.983590558700136,50.19801560829534,2.056008,1.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Independent,independent,3,250,44.0,37.983590558700136,50.19801560829534,6.1332,3.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Independent,independent,5,250,44.4,38.3718776205658,50.59762146862998,10.225752,5.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Independent,independent,7,250,45.2,39.14963575347428,51.395649180122106,14.342352,7.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Independent,independent,9,250,45.2,39.14963575347428,51.395649180122106,18.473856,9.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,SAS CoT,cot,1,250,47.599999999999994,41.49231875977522,53.78032370702297,4.223136,1.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,SAS zero-shot,zeroshot,1,250,45.6,39.53910486617902,51.79407298961768,1.033296,1.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Self-consistency,sc,1,250,47.599999999999994,41.49231875977522,53.78032370702297,8.758168,1.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Self-consistency,sc,3,250,47.599999999999994,41.49231875977522,53.78032370702297,11.979568,3.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Self-consistency,sc,5,250,46.800000000000004,40.709862287317655,52.98699433507994,15.200888,5.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Self-consistency,sc,9,250,45.6,39.53910486617902,51.79407298961768,28.774296,9.0
claude-sonnet-5,claude-sonnet-5,MedAgentsBench-hard,Self-consistency,sc,15,250,46.0,39.92896616885707,52.192104609139925,38.338616,15.0
claude-sonnet-5,claude-sonnet-5,MedQA,Centralized,centralized,1,250,93.2,89.38099139309014,95.7114442045424,4.817416,2.072
claude-sonnet-5,claude-sonnet-5,MedQA,Centralized,centralized,3,250,94.0,90.33762972146849,96.33059172056464,9.176128,4.04
claude-sonnet-5,claude-sonnet-5,MedQA,Centralized,centralized,5,250,94.0,90.33762972146849,96.33059172056464,13.367136,6.04
claude-sonnet-5,claude-sonnet-5,MedQA,Centralized,centralized,7,250,93.60000000000001,89.85776859091057,96.02255992892228,17.438008,8.016
claude-sonnet-5,claude-sonnet-5,MedQA,Centralized,centralized,9,250,94.39999999999999,90.82084818368784,96.6352661805456,21.502736,10.024
claude-sonnet-5,claude-sonnet-5,MedQA,Decentralized,discussion,1,250,92.0,87.96694903812106,94.76180779291059,1.9879199999999997,1.0
claude-sonnet-5,claude-sonnet-5,MedQA,Decentralized,discussion,3,250,94.39999999999999,90.82084818368784,96.6352661805456,6.483936,3.144
claude-sonnet-5,claude-sonnet-5,MedQA,Decentralized,discussion,5,250,94.8,91.30774345624312,96.93626383019061,11.34052,5.44
claude-sonnet-5,claude-sonnet-5,MedQA,Decentralized,discussion,7,250,93.60000000000001,89.85776859091057,96.02255992892228,16.360544,7.7
claude-sonnet-5,claude-sonnet-5,MedQA,Decentralized,discussion,9,250,94.39999999999999,90.82084818368784,96.6352661805456,21.102152,9.9
claude-sonnet-5,claude-sonnet-5,MedQA,Hybrid,tiered,1,250,92.80000000000001,88.90706197648032,95.39748069895191,2.545936,1.296
claude-sonnet-5,claude-sonnet-5,MedQA,Hybrid,tiered,3,250,93.2,89.38099139309014,95.7114442045424,3.786464,1.888
claude-sonnet-5,claude-sonnet-5,MedQA,Hybrid,tiered,5,250,94.0,90.33762972146849,96.33059172056464,5.245432,2.56
claude-sonnet-5,claude-sonnet-5,MedQA,Hybrid,tiered,7,250,93.60000000000001,89.85776859091057,96.02255992892228,6.64276,3.212
claude-sonnet-5,claude-sonnet-5,MedQA,Hybrid,tiered,9,250,93.60000000000001,89.85776859091057,96.02255992892228,7.635936,3.736
claude-sonnet-5,claude-sonnet-5,MedQA,Independent,independent,1,250,92.0,87.96694903812106,94.76180779291059,1.9879199999999997,1.0
claude-sonnet-5,claude-sonnet-5,MedQA,Independent,independent,3,250,92.80000000000001,88.90706197648032,95.39748069895191,5.973472,3.0
claude-sonnet-5,claude-sonnet-5,MedQA,Independent,independent,5,250,92.80000000000001,88.90706197648032,95.39748069895191,9.911048,5.0
claude-sonnet-5,claude-sonnet-5,MedQA,Independent,independent,7,250,93.2,89.38099139309014,95.7114442045424,13.875112,7.0
claude-sonnet-5,claude-sonnet-5,MedQA,Independent,independent,9,250,93.2,89.38099139309014,95.7114442045424,17.838784,9.0
claude-sonnet-5,claude-sonnet-5,MedQA,SAS CoT,cot,1,250,94.0,90.33762972146849,96.33059172056464,3.881264,1.0
claude-sonnet-5,claude-sonnet-5,MedQA,SAS zero-shot,zeroshot,1,250,92.0,87.96694903812106,94.76180779291059,0.973984,1.0
claude-sonnet-5,claude-sonnet-5,MedQA,Self-consistency,sc,1,250,93.60000000000001,89.85776859091057,96.02255992892228,8.578912,1.0
claude-sonnet-5,claude-sonnet-5,MedQA,Self-consistency,sc,3,250,94.39999999999999,90.82084818368784,96.6352661805456,11.154472,3.0
claude-sonnet-5,claude-sonnet-5,MedQA,Self-consistency,sc,5,250,95.19999999999999,91.79869282923764,97.23320737939639,13.729672,5.0
claude-sonnet-5,claude-sonnet-5,MedQA,Self-consistency,sc,9,250,94.8,91.30774345624312,96.93626383019061,26.143304,9.0
claude-sonnet-5,claude-sonnet-5,MedQA,Self-consistency,sc,15,250,94.39999999999999,90.82084818368784,96.6352661805456,33.697504,15.0
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Centralized,centralized,1,250,48.8,42.66892040411898,54.96740082928011,7.890184,2.368
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Centralized,centralized,3,250,48.4,42.27633144685887,54.572096864339926,12.889032,4.176
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Centralized,centralized,5,250,48.4,42.27633144685887,54.572096864339926,18.1362,6.112
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Centralized,centralized,7,250,46.800000000000004,40.709862287317655,52.98699433507994,23.987280000000002,8.104
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Centralized,centralized,9,250,46.0,39.92896616885707,52.192104609139925,29.8856,10.144
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Decentralized,discussion,1,250,47.199999999999996,41.10089576615158,53.38385377844631,2.885152,1.02
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Decentralized,discussion,3,250,47.199999999999996,41.10089576615158,53.38385377844631,11.52564,3.84
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Decentralized,discussion,5,250,47.199999999999996,41.10089576615158,53.38385377844631,20.27244,6.72
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Decentralized,discussion,7,250,46.400000000000006,40.31921887809056,52.58974482210673,31.327696000000003,10.136
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Decentralized,discussion,9,250,44.800000000000004,38.76055969177519,50.9968323196209,45.09208,13.716
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Hybrid,tiered,1,250,47.199999999999996,41.10089576615158,53.38385377844631,4.7922,1.788
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Hybrid,tiered,3,250,46.800000000000004,40.709862287317655,52.98699433507994,9.280592,3.424
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Hybrid,tiered,5,250,46.0,39.92896616885707,52.192104609139925,14.477056,5.2
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Hybrid,tiered,7,250,46.0,39.92896616885707,52.192104609139925,18.82388,6.768
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Hybrid,tiered,9,250,46.0,39.92896616885707,52.192104609139925,26.008616,8.812
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Independent,independent,1,250,46.800000000000004,40.709862287317655,52.98699433507994,2.743352,1.0
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Independent,independent,3,250,47.199999999999996,41.10089576615158,53.38385377844631,8.226312,3.0
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Independent,independent,5,250,45.6,39.53910486617902,51.79407298961768,13.506688,5.0
claude-sonnet-5,claude-sonnet-5,MedXpertQA,Independent,independent,7,250,44.800000000000004,38.76055969177519,50.9968323196209,18.828064,7.0
