n,accuracy,tokens,usd,turns,msg_density,redundancy,overhead_pct,efficiency,absorb,error_amp,p_held_and_lost,p_agent_wrong,n_agents,sas_baseline,tier,bench,N,nmi_class,arch
250,0.656,335.156,4.9236e-05,1.0,0.0,0.0,-22.180531433719388,0.8429767153206269,-0.011764705882352788,0.0,0.0,0.344,6,0.6599999999999999,T1,MedQA,5,Hybrid,Hybrid
250,0.656,335.156,4.9236e-05,1.0,0.0,0.0,-22.180531433719388,0.8429767153206269,-0.011764705882352788,0.0,0.0,0.344,8,0.6599999999999999,T1,MedQA,7,Hybrid,Hybrid
250,0.656,335.156,4.9236e-05,1.0,0.0,0.0,-22.180531433719388,0.8429767153206269,-0.011764705882352788,0.0,0.0,0.344,10,0.6599999999999999,T1,MedQA,9,Hybrid,Hybrid
250,0.684,350.08,5.1908000000000005e-05,1.0,0.0,0.0,-18.715345821994788,0.841487248628885,0.0705882352941177,0.0,0.0,0.316,1,0.6599999999999999,T1,MedQA,1,SAS-repeated,Self-consistency
250,0.656,462.64,9.694e-05,1.0,0.0,0.364258463121566,7.419825208273341,0.6106880166003805,-0.011764705882352788,0.20053475935828874,0.06818181818181818,0.34,3,0.6599999999999999,T1,MedQA,3,SAS-repeated,Self-consistency
250,0.656,575.268,0.000141988,1.0,0.0,0.3606058442565342,33.57078507676162,0.491125360701447,-0.011764705882352788,0.2482194392226429,0.08379888268156424,0.3376,5,0.6599999999999999,T1,MedQA,5,SAS-repeated,Self-consistency
250,0.66,1094.36,0.00026146000000000003,2.0,0.0,0.36019737354386894,154.09813227331406,0.2597421689389232,0.0,0.33825866586486836,0.11290322580645161,0.3337777777777778,9,0.6599999999999999,T1,MedQA,9,SAS-repeated,Self-consistency
250,0.656,1433.012,0.00039695599999999996,2.0,0.0,0.35803586520578073,232.7293328751474,0.19715724920656633,-0.011764705882352788,0.3814529117572264,0.1276595744680851,0.33466666666666667,15,0.6599999999999999,T1,MedQA,15,SAS-repeated,Self-consistency
500,0.158,385.848,5.4174e-05,1.0,0.0,0.0,-18.36323628977657,0.19354025419336113,0.004739336492891,0.0,0.0,0.842,1,0.15600000000000003,T1,MedXpertQA,1,Independent,Independent
500,0.158,1157.15,0.000162368,3.0,0.0,0.344293734591512,144.8269295870007,0.06453538434947932,-0.014218009478672999,0.25890069197094034,0.21782178217821782,0.8413333333333334,3,0.15600000000000003,T1,MedXpertQA,3,Independent,Independent
250,0.16,1907.1,0.000268408,5.0,0.0,0.3420025493396052,303.49949221394724,0.03965308583713492,0.004739336492891,0.3388452155055571,0.2857142857142857,0.8432,5,0.15600000000000003,T1,MedXpertQA,5,Independent,Independent
250,0.16,2669.348,0.0003755,7.0,0.0,0.3469810226969006,464.7740352064997,0.02832991427120031,0.004739336492891,0.40927922309337134,0.3442622950819672,0.8411428571428572,7,0.15600000000000003,T1,MedXpertQA,7,Independent,Independent
250,0.16,3432.128,0.000482872,9.0,0.0,0.3453187004034048,626.1611374407584,0.022033677065657224,0.004739336492891,0.45836049543676666,0.38461538461538464,0.8391111111111111,9,0.15600000000000003,T1,MedXpertQA,9,Independent,Independent
250,0.192,1213.984,0.0001661,2.672,0.584,0.0,156.85172647257954,0.07475129820491869,0.04265402843601886,0.17857142857142858,0.15,0.84,2,0.15600000000000003,T1,MedXpertQA,1,Centralized,Centralized
250,0.16,2071.436,0.000282272,4.6,0.975,0.34078805753033214,338.26929587000683,0.0365072345947449,0.004739336492891,0.3005919348871624,0.2549019607843137,0.848,4,0.15600000000000003,T1,MedXpertQA,3,Centralized,Centralized
250,0.16,2927.012,0.000398492,6.568,1.1291666666666667,0.3420025493396052,519.2899458361545,0.025836040303217067,0.004739336492891,0.38120086744375176,0.32142857142857145,0.8432,6,0.15600000000000003,T1,MedXpertQA,5,Centralized,Centralized
250,0.176,3776.376,0.000515176,8.624,1.2572,0.3469810226969006,698.9962762356128,0.02202763707851125,0.023696682464455,0.3703002494654312,0.3114754098360656,0.8411428571428572,8,0.15600000000000003,T1,MedXpertQA,7,Centralized,Centralized
250,0.148,4562.064,0.000624464,10.592,1.2995999999999999,0.3453187004034048,865.2301963439406,0.015333129916634224,-0.009478672985782,0.5316981747066493,0.4461538461538462,0.8391111111111111,10,0.15600000000000003,T1,MedXpertQA,9,Centralized,Centralized
250,0.16,381.324,5.3648e-05,1.0,0.0,0.0,-19.320412999322947,0.19831534338253032,0.004739336492891,0.0,0.0,0.84,1,0.15600000000000003,T1,MedXpertQA,1,Decentralized,Decentralized
250,0.152,1849.736,0.00025228800000000003,4.236,0.31,0.34078805753033214,291.36255924170615,0.03883866670703279,-0.004739336492891,0.3005919348871624,0.2549019607843137,0.848,3,0.15600000000000003,T1,MedXpertQA,3,Decentralized,Decentralized
250,0.168,3725.108,0.0004964279999999999,7.78,0.816,0.3420025493396052,688.1491198375086,0.02131576319397988,0.014218009478672999,0.29648956356736245,0.25,0.8432,5,0.15600000000000003,T1,MedXpertQA,5,Decentralized,Decentralized
250,0.16,5609.456,0.0007388280000000001,11.228,1.346,0.3469810226969006,1086.8348002708192,0.013481235970119026,0.004739336492891,0.40927922309337134,0.3442622950819672,0.8411428571428572,7,0.15600000000000003,T1,MedXpertQA,7,Decentralized,Decentralized
250,0.164,8049.608,0.0010475600000000001,15.264,1.9386666666666668,0.3453187004034048,1603.1161137440758,0.009629408040739376,0.009478672985782,0.44002607561929596,0.36923076923076925,0.8391111111111111,9,0.15600000000000003,T1,MedXpertQA,9,Decentralized,Decentralized
250,0.18,381.66,5.3636000000000006e-05,1.004,0.0,0.0,-19.249322951929578,0.22290834774406537,0.028436018957345998,0.0,0.0,0.82,2,0.15600000000000003,T1,MedXpertQA,1,Hybrid,Hybrid
250,0.18,384.324,5.4156e-05,1.012,0.0,0.001550653594771242,-18.68568043331076,0.22136322477909262,0.028436018957345998,0.0,0.0,0.8214285714285714,4,0.15600000000000003,T1,MedXpertQA,3,Hybrid,Hybrid
250,0.18,386.744,5.4584e-05,1.02,0.0,0.001315303971303811,-18.173662830060927,0.21997807335084704,0.028436018957345998,0.0,0.0,0.8228346456692913,6,0.15600000000000003,T1,MedXpertQA,5,Hybrid,Hybrid
250,0.18,389.568,5.5176e-05,1.028,0.0,0.0013510130768343404,-17.576167907921462,0.21838344011828484,0.028436018957345998,0.0,0.0,0.82421875,8,0.15600000000000003,T1,MedXpertQA,7,Hybrid,Hybrid
250,0.18,392.096,5.5648e-05,1.036,0.0,0.0013884120107620968,-17.04129993229519,0.21697543458744797,0.028436018957345998,0.0,0.0,0.8255813953488372,10,0.15600000000000003,T1,MedXpertQA,9,Hybrid,Hybrid
250,0.16,395.332,5.6043999999999994e-05,1.0,0.0,0.0,-16.356635071090047,0.19128833486790847,0.004739336492891,0.0,0.0,0.84,1,0.15600000000000003,T1,MedXpertQA,1,SAS-repeated,Self-consistency
250,0.164,505.46,0.00010008400000000001,1.0,0.0,0.3443577546421238,6.943974272173323,0.1533513235468682,0.009478672985782,0.10531858873091102,0.08888888888888889,0.844,3,0.15600000000000003,T1,MedXpertQA,3,SAS-repeated,Self-consistency
250,0.16,615.468,0.000144128,1.0,0.0,0.35135357503370757,30.219194312796205,0.12286975114871936,0.004739336492891,0.19822391373295273,0.16666666666666666,0.8408,5,0.15600000000000003,T1,MedXpertQA,5,SAS-repeated,Self-consistency
250,0.156,1175.68,0.00026607599999999996,2.0,0.0,0.35229599784484644,148.74746106973598,0.06271420794774088,0.0,0.31313994870469414,0.2641509433962264,0.8435555555555555,9,0.15600000000000003,T1,MedXpertQA,9,SAS-repeated,Self-consistency
250,0.16,1504.392,0.000397568,2.0,0.0,0.3552763771380818,218.29553148273527,0.05026774936319789,0.004739336492891,0.3397046833952351,0.2857142857142857,0.8410666666666666,15,0.15600000000000003,T1,MedXpertQA,15,SAS-repeated,Self-consistency
250,0.336,644.576,0.00016254399999999998,1.0,0.0,0.0,-12.800393941525659,0.3853228416819739,0.017751479289940843,0.0,0.0,0.664,1,0.32399999999999995,T2,MedAgentsBench-hard,1,Independent,Independent
250,0.348,1908.456,0.000477592,3.0,0.0,0.28056926749861266,158.17996850632306,0.13478969805958324,0.035502958579881685,0.2688679245283019,0.1792452830188679,0.6666666666666666,3,0.32399999999999995,T2,MedAgentsBench-hard,3,Independent,Independent
250,0.348,3176.464,0.000794208,5.0,0.0,0.275407715671196,329.7187755344996,0.08098319640959255,0.035502958579881685,0.40873959571938173,0.275,0.6728,5,0.32399999999999995,T2,MedAgentsBench-hard,5,Independent,Independent
250,0.332,4455.364,0.00111516,7.0,0.0,0.2751402818810443,502.731075384607,0.055082608738590166,0.011834319526627229,0.5006053832541678,0.3412698412698413,0.6817142857142857,7,0.32399999999999995,T2,MedAgentsBench-hard,7,Independent,Independent
250,0.324,5732.52,0.001435492,9.0,0.0,0.27399192286562263,675.5074432220954,0.04177909610433108,0.0,0.5793784981343283,0.39552238805970147,0.6826666666666666,9,0.32399999999999995,T2,MedAgentsBench-hard,9,Independent,Independent
250,0.328,2292.78,0.0006181919999999999,2.552,0.569,0.0,210.1721329660875,0.10574773331937648,0.0059171597633136145,0.2689328743545611,0.17857142857142858,0.664,2,0.32399999999999995,T2,MedAgentsBench-hard,1,Centralized,Centralized
250,0.344,3716.668,0.00092994,4.72,1.02,0.28056926749861266,402.7987164432708,0.06841704020913356,0.02958579881656807,0.3113207547169812,0.20754716981132076,0.6666666666666666,4,0.32399999999999995,T2,MedAgentsBench-hard,3,Centralized,Centralized
250,0.328,5072.856,0.0012469159999999998,6.68,1.1875,0.275407715671196,586.266700577384,0.04779482957923506,0.0059171597633136145,0.4706698374950456,0.31666666666666665,0.6728,6,0.32399999999999995,T2,MedAgentsBench-hard,5,Centralized,Centralized
250,0.324,6551.3,0.001591092,8.84,1.3895,0.2751402818810443,786.2737352474851,0.03655755407323738,0.0,0.5238893545683152,0.35714285714285715,0.6817142857142857,8,0.32399999999999995,T2,MedAgentsBench-hard,7,Centralized,Centralized
250,0.328,7849.828,0.001911864,10.784,1.4292,0.27399192286562263,961.9413524964962,0.03088682809355823,0.0059171597633136145,0.568446828358209,0.3880597014925373,0.6826666666666666,10,0.32399999999999995,T2,MedAgentsBench-hard,9,Centralized,Centralized
250,0.336,652.504,0.000164856,1.012,0.0,0.0,-11.727877315353439,0.3806411240390864,0.017751479289940843,0.0,0.0,0.664,1,0.32399999999999995,T2,MedAgentsBench-hard,1,Decentralized,Decentralized
250,0.34,3088.808,0.000734052,4.32,0.35533333333333333,0.28056926749861266,317.86048625804256,0.0813668703266762,0.023668639053254458,0.29716981132075476,0.19811320754716982,0.6666666666666666,3,0.32399999999999995,T2,MedAgentsBench-hard,3,Decentralized,Decentralized
250,0.332,6052.004,0.001336084,8.12,1.0066666666666666,0.275407715671196,718.7279151943462,0.04055071212775141,0.011834319526627229,0.45828378913991286,0.30833333333333335,0.6728,5,0.32399999999999995,T2,MedAgentsBench-hard,5,Decentralized,Decentralized
250,0.34,9781.02,0.00210694,12.404,1.786,0.2751402818810443,1223.1970952223767,0.02569534056775265,0.023668639053254458,0.4773214119400205,0.3253968253968254,0.6817142857142857,7,0.32399999999999995,T2,MedAgentsBench-hard,7,Decentralized,Decentralized
250,0.344,13800.268,0.00291662,16.704,2.5706666666666664,0.27399192286562263,1766.9294747265947,0.018425977234645008,0.02958579881656807,0.5247201492537313,0.3582089552238806,0.6826666666666666,9,0.32399999999999995,T2,MedAgentsBench-hard,9,Decentralized,Decentralized
250,0.324,1027.212,0.000264328,1.516,0.0,0.0,38.96341430418995,0.23315489305031487,0.0,0.0,0.0,0.676,2,0.32399999999999995,T2,MedAgentsBench-hard,1,Hybrid,Hybrid
250,0.332,1922.272,0.000494636,2.68,0.03233406593406593,0.1257570619639094,160.04902623931946,0.12766823425613028,0.011834319526627229,0.22868075801749274,0.15306122448979592,0.6693227091633466,4,0.32399999999999995,T2,MedAgentsBench-hard,3,Hybrid,Hybrid
250,0.34,2883.132,0.0007278,3.92,0.09610389610389611,0.12271221141598725,290.0362014945968,0.08717139555178188,0.023668639053254458,0.30759531226820946,0.205607476635514,0.6684350132625995,6,0.32399999999999995,T2,MedAgentsBench-hard,5,Hybrid,Hybrid
250,0.328,3685.284,0.000938156,4.976,0.12021567398119123,0.12137413017054631,398.55302247306537,0.06579039444449872,0.0059171597633136145,0.38594541678242117,0.26126126126126126,0.6769383697813122,8,0.32399999999999995,T2,MedAgentsBench-hard,7,Hybrid,Hybrid
250,0.328,4598.976,0.001157368,6.112,0.1593042064621012,0.12062881669647302,522.1592108182402,0.052719624542506865,0.0059171597633136145,0.44783735142297726,0.3050847457627119,0.6812400635930048,10,0.32399999999999995,T2,MedAgentsBench-hard,9,Hybrid,Hybrid
250,0.332,689.956,0.000176948,1.0,0.0,0.0,-6.661291457204856,0.3556938007641067,0.011834319526627229,0.0,0.0,0.668,1,0.32399999999999995,T2,MedAgentsBench-hard,1,SAS-repeated,Self-consistency
250,0.32,1504.036,0.000502596,1.0,0.0,0.2684736805205165,103.46917461674576,0.1572719801919635,-0.0059171597633136145,0.3882126155713419,0.26605504587155965,0.6853333333333333,3,0.32399999999999995,T2,MedAgentsBench-hard,3,SAS-repeated,Self-consistency
250,0.336,2318.104,0.000828236,1.0,0.0,0.2670528097161603,213.59801730528844,0.10714353454374785,0.017751479289940843,0.43962485345838215,0.3,0.6824,5,0.32399999999999995,T2,MedAgentsBench-hard,5,SAS-repeated,Self-consistency
250,0.328,4230.476,0.001494176,2.0,0.0,0.2658558747269471,472.3077505830659,0.05731182212119867,0.0059171597633136145,0.5640402637972927,0.3880597014925373,0.688,9,0.32399999999999995,T2,MedAgentsBench-hard,9,SAS-repeated,Self-consistency
250,0.312,6680.488,0.0024741240000000003,2.0,0.0,0.26599480734718195,803.750561420787,0.03452280013076889,-0.01775147928994068,0.6669577027551415,0.4583333333333333,0.6872,15,0.32399999999999995,T2,MedAgentsBench-hard,15,SAS-repeated,Self-consistency
250,0.876,583.684,0.000134664,1.0,0.0,0.0,-11.422917463381477,0.9889691271304336,-0.03333333333333337,0.0,0.0,0.124,1,0.88,T2,MedQA,1,Independent,Independent
250,0.884,1718.812,0.000391372,3.0,0.0,0.2875477587191772,160.83865994087614,0.33890681703409103,0.03333333333333325,0.3279548734094188,0.04329004329004329,0.132,3,0.88,T2,MedQA,3,Independent,Independent
250,0.896,2860.172,0.000650372,5.0,0.0,0.28960223067314994,334.0459757555891,0.20642974478457943,0.13333333333333333,0.363420113651381,0.04680851063829787,0.1288,5,0.88,T2,MedQA,5,Independent,Independent
250,0.876,3983.308,0.000902184,7.0,0.0,0.2871782956989244,504.4877047936432,0.14491609888062887,-0.03333333333333337,0.5960152125787592,0.0759493670886076,0.12742857142857142,7,0.88,T2,MedQA,7,Independent,Independent
250,0.888,5118.756,0.0011589,9.0,0.0,0.2880398934144704,676.7978438621092,0.11431545633353103,0.06666666666666661,0.4944620253164557,0.06329113924050633,0.128,9,0.88,T2,MedQA,9,Independent,Independent
250,0.864,1854.384,0.000473644,2.2,0.525,0.0,181.41241600349642,0.30702270079983435,-0.13333333333333347,0.29459419649432905,0.0365296803652968,0.124,2,0.88,T2,MedQA,1,Centralized,Centralized
250,0.888,2919.116,0.000667132,4.184,0.819,0.2875477587191772,342.99103430274556,0.20045552420664337,0.06666666666666661,0.29515938606847697,0.03896103896103896,0.132,4,0.88,T2,MedQA,3,Centralized,Centralized
250,0.896,4263.232,0.0009522119999999999,6.296,0.9875,0.28960223067314994,546.9676275805972,0.1384922462582379,0.13333333333333333,0.363420113651381,0.04680851063829787,0.1288,6,0.88,T2,MedQA,5,Centralized,Centralized
250,0.884,5530.616,0.001225776,8.376,1.1053,0.2871782956989244,739.2997408021173,0.10532589932116063,0.03333333333333325,0.5297913000700082,0.06751054852320675,0.12742857142857142,8,0.88,T2,MedQA,7,Centralized,Centralized
250,0.86,6795.72,0.001512572,10.408,1.1754,0.2880398934144704,931.2858521661537,0.08339104024297646,-0.16666666666666682,0.7252109704641351,0.09282700421940929,0.128,10,0.88,T2,MedQA,9,Centralized,Centralized
250,0.876,583.684,0.000134664,1.0,0.0,0.0,-11.422917463381477,0.9889691271304336,-0.03333333333333337,0.0,0.0,0.124,1,0.88,T2,MedQA,1,Decentralized,Decentralized
250,0.888,2245.416,0.0005044800000000001,3.564,0.15066666666666667,0.2875477587191772,240.75355562435124,0.26059889481503645,0.06666666666666661,0.29515938606847697,0.03896103896103896,0.132,3,0.88,T2,MedQA,3,Decentralized,Decentralized
250,0.892,3962.864,0.000858552,6.14,0.376,0.28960223067314994,501.3852214715398,0.14832423015273802,0.09999999999999998,0.39645830580150654,0.05106382978723404,0.1288,5,0.88,T2,MedQA,5,Decentralized,Decentralized
250,0.888,5980.524,0.0012625599999999998,8.988,0.636,0.2871782956989244,807.5756196164842,0.09784308665929607,0.06666666666666661,0.4966793438156327,0.06329113924050633,0.12742857142857142,7,0.88,T2,MedQA,7,Decentralized,Decentralized
250,0.896,8369.176,0.0017488,12.024,0.912,0.2880398934144704,1170.065983161243,0.0705475157888901,0.13333333333333333,0.42853375527426163,0.05485232067510549,0.128,9,0.88,T2,MedQA,9,Decentralized,Decentralized
250,0.876,723.576,0.0001702,1.2,0.0,0.0,9.806421066049934,0.7977675544794188,-0.03333333333333337,0.0,0.0,0.124,2,0.88,T2,MedQA,1,Hybrid,Hybrid
250,0.872,1086.112,0.000264316,1.648,0.008967032967032967,0.04553085889966468,64.82314448916165,0.5290519136148022,-0.06666666666666674,0.16498316498316495,0.03111111111111111,0.18857142857142858,4,0.88,T2,MedQA,3,Hybrid,Hybrid
