n,accuracy,tokens,usd,turns,msg_density,redundancy,overhead_pct,efficiency,absorb,error_amp,p_held_and_lost,p_agent_wrong,n_agents,sas_baseline,tier,bench,N,nmi_class,arch
250,0.888,1388.448,0.000345056,2.04,0.01,0.045739307080429156,110.70420483309964,0.42144389130885707,0.06666666666666661,0.12465373961218836,0.02631578947368421,0.2111111111111111,6,0.88,T2,MedQA,5,Hybrid,Hybrid
250,0.872,1709.796,0.000429672,2.456,0.015272727272727273,0.04637194120816433,159.47043505180923,0.3360691170174687,-0.06666666666666674,0.21305817720805748,0.048034934497816595,0.22545454545454546,8,0.88,T2,MedQA,7,Hybrid,Hybrid
250,0.876,2173.196,0.000527196,3.052,0.06449420849420849,0.045842133310714225,229.79379503335576,0.26562052203298736,-0.03333333333333337,0.1819505094614265,0.043668122270742356,0.24,10,0.88,T2,MedQA,9,Hybrid,Hybrid
250,0.844,621.844,0.000146264,1.0,0.0,0.0,-5.631939006549749,0.8943703951473359,-0.30000000000000004,0.0,0.0,0.156,1,0.88,T2,MedQA,1,SAS-repeated,Self-consistency
250,0.868,1279.896,0.000409504,1.0,0.0,0.28129698887739685,94.23087429206197,0.44689084738134977,-0.10000000000000009,0.3999179655455291,0.05652173913043478,0.14133333333333334,3,0.88,T2,MedQA,3,SAS-repeated,Self-consistency
250,0.88,1937.94,0.0006726919999999999,1.0,0.0,0.28247965272577,194.0924735490685,0.2992256107000217,0.0,0.4102499368846251,0.055793991416309016,0.136,5,0.88,T2,MedQA,5,SAS-repeated,Self-consistency
250,0.876,3548.268,0.001214392,2.0,0.0,0.2824038976339038,438.4681223025513,0.1626837251301198,-0.03333333333333337,0.6297141097941534,0.08368200836820083,0.1328888888888889,9,0.88,T2,MedQA,9,SAS-repeated,Self-consistency
250,0.884,5530.704,0.0020073400000000003,2.0,0.0,0.28412403232024147,739.3130952597745,0.10532422346232959,0.03333333333333325,0.6121134020618557,0.07916666666666666,0.12933333333333333,15,0.88,T2,MedQA,15,SAS-repeated,Self-consistency
500,0.318,758.756,0.00018695999999999999,1.0,0.0,0.0,-6.824734874719404,0.34129229422897484,0.029411764705882377,0.0,0.0,0.682,1,0.31999999999999995,T2,MedXpertQA,1,Independent,Independent
500,0.326,2273.17,0.00055974,3.0,0.0,0.2637570768501327,179.14536086018973,0.11678503235569711,0.03529411764705885,0.3227209586215606,0.22009569377990432,0.682,3,0.31999999999999995,T2,MedXpertQA,3,Independent,Independent
500,0.338,3769.742,0.000925328,5.0,0.0,0.26560954655163677,362.92445832903536,0.07301407258109441,0.052941176470588276,0.4080167123645385,0.2777777777777778,0.6808,5,0.31999999999999995,T2,MedXpertQA,5,Independent,Independent
500,0.328,5285.98,0.001298748,7.0,0.0,0.26627163052205044,549.1185413320364,0.05053006178608319,0.03529411764705885,0.45859138197604843,0.3138075313807531,0.6842857142857143,7,0.31999999999999995,T2,MedXpertQA,7,Independent,Independent
500,0.326,6791.968,0.00166811,9.0,0.0,0.267563077261314,734.0539239523929,0.03908620181956099,0.029411764705882377,0.49622709872556275,0.340080971659919,0.6853333333333333,9,0.31999999999999995,T2,MedXpertQA,9,Independent,Independent
500,0.314,2732.948,0.00072877,2.624,0.578,0.0,235.60611642425937,0.09356206118813824,0.029411764705882377,0.23976834688946677,0.16352201257861634,0.682,2,0.31999999999999995,T2,MedXpertQA,1,Centralized,Centralized
500,0.36,4204.82,0.001024058,4.696,1.011,0.2637570768501327,416.35205297102414,0.06971987385904747,0.09411764705882361,0.21748586341887774,0.14832535885167464,0.682,4,0.31999999999999995,T2,MedXpertQA,3,Centralized,Centralized
500,0.35,5765.97,0.001380234,6.672,1.1833333333333333,0.26560954655163677,608.0613312506447,0.049430746257784895,0.08823529411764713,0.3703536312231965,0.25213675213675213,0.6808,6,0.31999999999999995,T2,MedXpertQA,5,Centralized,Centralized
250,0.364,7497.968,0.001795284,8.864,1.4042000000000001,0.27210207988469653,820.7507503082281,0.0395329571958696,0.06470588235294122,0.3816928164356575,0.2540983606557377,0.6657142857142857,8,0.31999999999999995,T2,MedXpertQA,7,Centralized,Centralized
250,0.372,9013.472,0.00216642,10.776,1.4238,0.271724349226622,1006.8546980838281,0.033608747439388506,0.07647058823529418,0.393381651726111,0.2619047619047619,0.6657777777777778,10,0.31999999999999995,T2,MedXpertQA,9,Centralized,Centralized
250,0.34,758.876,0.00018786400000000002,1.004,0.0,0.0,-6.809998870239658,0.36484600909766557,0.029411764705882377,0.0,0.0,0.66,1,0.31999999999999995,T2,MedXpertQA,1,Decentralized,Decentralized
250,0.38,3924.288,0.0009074560000000001,4.764,0.4866666666666667,0.27390514365892327,381.90271289842474,0.07885409021967807,0.08823529411764713,0.19304664374620803,0.12844036697247707,0.6653333333333333,3,0.31999999999999995,T2,MedXpertQA,3,Decentralized,Decentralized
250,0.38,7723.24,0.0016635320000000001,9.04,1.2546666666666668,0.27370587687177467,848.4141603179047,0.04006688384667575,0.08823529411764713,0.30410234057434793,0.20168067226890757,0.6632,5,0.31999999999999995,T2,MedXpertQA,5,Decentralized,Decentralized
250,0.38,11802.704,0.002461244,13.3,2.004,0.27210207988469653,1349.3724918092373,0.026218242870447314,0.08823529411764713,0.33244213044395976,0.22131147540983606,0.6657142857142857,7,0.31999999999999995,T2,MedXpertQA,7,Decentralized,Decentralized
250,0.372,16015.672,0.0032793519999999997,17.532,2.8133333333333335,0.271724349226622,1866.7251194844364,0.01891469205912808,0.07647058823529418,0.393381651726111,0.2619047619047619,0.6657777777777778,9,0.31999999999999995,T2,MedXpertQA,9,Decentralized,Decentralized
249,0.3333333333333333,1163.7469879518073,0.00029499999999999996,1.4939759036144578,0.0,0.0,43.942953936943354,0.23157321995723085,0.017751479289940884,0.0,0.0,0.6666666666666666,2,0.321285140562249,T2,MedXpertQA,1,Hybrid,Hybrid
250,0.344,2372.012,0.000603348,2.824,0.07885714285714285,0.1223914372108845,191.28316215008132,0.11809814115611554,0.03529411764705885,0.19954022988505749,0.14,0.7016129032258065,4,0.31999999999999995,T2,MedXpertQA,3,Hybrid,Hybrid
250,0.352,3626.148,0.000892332,4.22,0.19519480519480517,0.12296311458666272,345.2911097684974,0.07904941111063309,0.047058823529411806,0.25877101206668063,0.18518518518518517,0.715633423180593,6,0.31999999999999995,T2,MedXpertQA,5,Hybrid,Hybrid
250,0.336,4836.836,0.001178764,5.564,0.3007849529780564,0.1230515011172651,493.963641364947,0.05656911915144528,0.023529411764705903,0.334248017140924,0.24324324324324326,0.7277327935222672,8,0.31999999999999995,T2,MedXpertQA,7,Hybrid,Hybrid
250,0.332,6527.864,0.001561204,7.12,0.47434261328998173,0.12329973852081534,701.6219428930706,0.04141603195164606,0.017647058823529425,0.3624011277312241,0.26548672566371684,0.7325769854132901,10,0.31999999999999995,T2,MedXpertQA,9,Hybrid,Hybrid
250,0.328,802.96,0.000202428,1.0,0.0,0.0,-1.39648202453053,0.3326453322705988,0.011764705882352951,0.0,0.0,0.672,1,0.31999999999999995,T2,MedXpertQA,1,SAS-repeated,Self-consistency
250,0.36,1730.188,0.0005733279999999999,1.0,0.0,0.26463221619265376,112.46715099001392,0.16943795703125902,0.058823529411764754,0.22732439190725162,0.1509433962264151,0.664,3,0.31999999999999995,T2,MedXpertQA,3,SAS-repeated,Self-consistency
250,0.348,2657.4,0.0009442399999999999,1.0,0.0,0.26127654010452045,226.32881920396107,0.10664090313840595,0.04117647058823533,0.38384768923691076,0.2564102564102564,0.668,5,0.31999999999999995,T2,MedXpertQA,5,SAS-repeated,Self-consistency
250,0.352,4850.136,0.00170258,2.0,0.0,0.2619852989253123,495.5968818614521,0.059100376566760184,0.047058823529411806,0.4560692289701411,0.30708661417322836,0.6733333333333333,9,0.31999999999999995,T2,MedXpertQA,9,SAS-repeated,Self-consistency
250,0.344,7625.108,0.00281256,2.0,0.0,0.2643922584625537,836.3635470545183,0.03673786758167884,0.03529411764705885,0.5196096150370505,0.3484848484848485,0.6706666666666666,15,0.31999999999999995,T2,MedXpertQA,15,SAS-repeated,Self-consistency
250,0.444,512.076,0.000547684,1.0,0.0,0.0,-13.47612160207626,0.5131531413305838,0.0,0.0,0.0,0.556,1,0.44399999999999995,T3,MedAgentsBench-hard,1,Independent,Independent
250,0.444,1518.808,0.0016086359999999999,3.0,0.0,0.32107163785534304,156.6282323362035,0.17301292065883245,0.0,0.22128381493296942,0.12598425196850394,0.5693333333333334,3,0.44399999999999995,T3,MedAgentsBench-hard,3,Independent,Independent
250,0.44,2528.02,0.002674016,5.0,0.0,0.3139559613584993,327.1516241095446,0.10300791924114525,-0.007194244604316552,0.3876201622502976,0.2198581560283688,0.5672,5,0.44399999999999995,T3,MedAgentsBench-hard,5,Independent,Independent
250,0.436,3525.776,0.003716548,7.0,0.0,0.31259652391733384,495.73933143189277,0.07318637145411394,-0.014388489208632905,0.4875976894325518,0.2733333333333333,0.5605714285714286,7,0.44399999999999995,T3,MedAgentsBench-hard,7,Independent,Independent
250,0.448,4530.9,0.00477402,9.0,0.0,0.31311866075528233,665.5719866448586,0.058518337637114046,0.007194244604316552,0.49736537720087387,0.27741935483870966,0.5577777777777778,9,0.44399999999999995,T3,MedAgentsBench-hard,9,Independent,Independent
250,0.448,1426.668,0.0015365359999999998,2.272,0.534,0.0,141.05962502872435,0.18584613659239574,0.007194244604316552,0.12962602890660443,0.07207207207207207,0.556,2,0.44399999999999995,T3,MedAgentsBench-hard,1,Centralized,Centralized
250,0.444,2432.864,0.002396312,4.2,0.825,0.32107163785534304,311.07341272523286,0.10800990437607691,0.0,0.22128381493296942,0.12598425196850394,0.5693333333333334,4,0.44399999999999995,T3,MedAgentsBench-hard,3,Centralized,Centralized
250,0.448,3602.54,0.00351072,6.28,0.9791666666666667,0.3139559613584993,508.7099041619919,0.07359827677138908,0.007194244604316552,0.3751162860486751,0.2127659574468085,0.5672,6,0.44399999999999995,T3,MedAgentsBench-hard,5,Centralized,Centralized
250,0.46,4654.224,0.0046033720000000005,8.288,1.0514000000000001,0.31259652391733384,686.4096567944957,0.058493686595230486,0.02877697841726621,0.4162419300033979,0.23333333333333334,0.5605714285714286,8,0.44399999999999995,T3,MedAgentsBench-hard,7,Centralized,Centralized
250,0.456,5780.036,0.005763804,10.36,1.143,0.31311866075528233,876.6345854904771,0.04669095348195063,0.02158273381294966,0.4742321038426937,0.2645161290322581,0.5577777777777778,10,0.44399999999999995,T3,MedAgentsBench-hard,9,Centralized,Centralized
250,0.444,518.248,0.0005581679999999999,1.004,0.0,0.0,-12.43325808675434,0.5070418178169525,0.0,0.0,0.0,0.556,1,0.44399999999999995,T3,MedAgentsBench-hard,1,Decentralized,Decentralized
250,0.448,2107.716,0.00210756,3.828,0.24,0.32107163785534304,256.13417321131675,0.125795285512849,0.007194244604316552,0.20745357649965884,0.11811023622047244,0.5693333333333334,3,0.44399999999999995,T3,MedAgentsBench-hard,3,Decentralized,Decentralized
250,0.452,4299.588,0.0038783280000000003,7.28,0.7453333333333334,0.3139559613584993,626.4879222482056,0.062217138944475614,0.014388489208633105,0.3501085336454301,0.19858156028368795,0.5672,5,0.44399999999999995,T3,MedAgentsBench-hard,5,Decentralized,Decentralized
250,0.464,6906.836,0.005992468,11.088,1.338,0.31259652391733384,1067.026453453007,0.039759167294547024,0.03597122302158276,0.4043493034318722,0.22666666666666666,0.5605714285714286,7,0.44399999999999995,T3,MedAgentsBench-hard,7,Decentralized,Decentralized
250,0.468,9106.1,0.007799756000000001,14.328,1.8586666666666667,0.31311866075528233,1438.629205585369,0.030416685079232602,0.04316546762589932,0.4395321938054234,0.24516129032258063,0.5577777777777778,9,0.44399999999999995,T3,MedAgentsBench-hard,9,Decentralized,Decentralized
250,0.46,570.592,0.000623588,1.108,0.0,0.0,-3.5888562970572746,0.47712326846503283,0.02877697841726621,0.0,0.0,0.54,2,0.44399999999999995,T3,MedAgentsBench-hard,1,Hybrid,Hybrid
250,0.452,687.484,0.0007796760000000001,1.312,0.0,0.023893791429194372,16.16201895132403,0.3891116942357931,0.014388489208633105,0.075719586801725,0.0423728813559322,0.5596026490066225,4,0.44399999999999995,T3,MedAgentsBench-hard,3,Hybrid,Hybrid
250,0.448,862.368,0.00099134,1.58,0.021818181818181816,0.023346342195564522,45.71162086538072,0.3074566032134773,0.007194244604316552,0.11741293532338308,0.06666666666666667,0.5677966101694916,6,0.44399999999999995,T3,MedAgentsBench-hard,5,Hybrid,Hybrid
250,0.452,921.772,0.001088936,1.728,0.0,0.02395479582265605,55.748928750050695,0.29021066380840377,0.014388489208633105,0.14414030603188127,0.08130081300813008,0.5640394088669951,8,0.44399999999999995,T3,MedAgentsBench-hard,7,Hybrid,Hybrid
250,0.456,1043.02,0.001251856,1.936,0.0,0.024116509039117124,76.23582367969288,0.25874421583478746,0.02158273381294966,0.1298922291548497,0.07317073170731707,0.5633187772925764,10,0.44399999999999995,T3,MedAgentsBench-hard,9,Hybrid,Hybrid
250,0.436,559.408,0.00062366,1.0,0.0,0.0,-5.478581759688557,0.4612711151789034,-0.014388489208632905,0.0,0.0,0.564,1,0.44399999999999995,T3,MedAgentsBench-hard,1,SAS-repeated,Self-consistency
250,0.444,1112.36,0.001729564,1.0,0.0,0.3123376340158079,87.95198637451168,0.23623054406846705,0.0,0.23716517857142855,0.1328125,0.56,3,0.44399999999999995,T3,MedAgentsBench-hard,3,SAS-repeated,Self-consistency
250,0.444,1665.244,0.002835312,1.0,0.0,0.31169129883908264,181.3710647616215,0.15779874180600562,0.0,0.3688441188441189,0.20714285714285716,0.5616,5,0.44399999999999995,T3,MedAgentsBench-hard,5,SAS-repeated,Self-consistency
250,0.44,3053.552,0.005116732,2.0,0.0,0.3083391987792703,415.9491206964139,0.08527972669206223,-0.007194244604316552,0.4899216125419934,0.27631578947368424,0.564,9,0.44399999999999995,T3,MedAgentsBench-hard,9,SAS-repeated,Self-consistency
250,0.444,4709.512,0.008428652,2.0,0.0,0.30545765279125175,695.751497046459,0.05579631350339483,0.0,0.5749004952098856,0.3231707317073171,0.5621333333333334,15,0.44399999999999995,T3,MedAgentsBench-hard,15,SAS-repeated,Self-consistency
250,0.924,463.752,0.000433492,1.0,0.0,0.0,-15.46073019738808,1.0929831806655281,0.09523809523809532,0.0,0.0,0.076,1,0.916,T3,MedQA,1,Independent,Independent
250,0.916,1386.392,0.001291796,3.0,0.0,0.3451490175062819,152.73113073406205,0.36244051033185415,0.0,0.4649400743904119,0.037815126050420166,0.08133333333333333,3,0.916,T3,MedQA,3,Independent,Independent
250,0.916,2310.548,0.002152672,5.0,0.0,0.34673878054657725,321.1993495745255,0.2174742199685962,0.0,0.7922088896400202,0.06147540983606557,0.0776,5,0.916,T3,MedQA,5,Independent,Independent
250,0.916,3231.788,0.0030076960000000002,7.0,0.0,0.34805511514182447,489.1359987166494,0.15548192641348998,0.0,0.7795794725588026,0.06147540983606557,0.07885714285714286,7,0.916,T3,MedQA,7,Independent,Independent
250,0.92,4150.376,0.0038577159999999997,9.0,0.0,0.3506939285096156,656.589203812135,0.12159835157103838,0.04761904761904766,0.7610779118277144,0.061224489795918366,0.08044444444444444,9,0.916,T3,MedQA,9,Independent,Independent
250,0.932,1164.3,0.001072608,2.056,0.507,0.0,112.24506165187653,0.43911504595035644,0.19047619047619047,0.05696058327637275,0.004329004329004329,0.076,2,0.916,T3,MedQA,1,Centralized,Centralized
250,0.916,2241.82,0.002003856,4.088,0.783,0.3451490175062819,308.67063824822634,0.22414137798752798,0.0,0.4649400743904119,0.037815126050420166,0.08133333333333333,4,0.916,T3,MedQA,3,Centralized,Centralized
250,0.924,3277.328,0.002838736,6.184,0.9291666666666667,0.34673878054657725,497.4376736351639,0.15466048439460436,0.09523809523809532,0.6865810376880175,0.05327868852459016,0.0776,6,0.916,T3,MedQA,5,Centralized,Centralized
250,0.924,4337.008,0.0038002440000000004,8.304,1.0612000000000001,0.34805511514182447,690.6111228589555,0.11687161656146358,0.09523809523809532,0.6756355428842955,0.05327868852459016,0.07885714285714286,8,0.916,T3,MedQA,7,Centralized,Centralized
250,0.924,5264.16,0.004658812,10.224,1.0512000000000001,0.3506939285096156,859.6254949285772,0.0962875626880642,0.09523809523809532,0.7103393843725335,0.05714285714285714,0.08044444444444444,10,0.916,T3,MedQA,9,Centralized,Centralized
250,0.928,467.508,0.000436008,1.008,0.0,0.0,-14.776033425452633,1.0888955739794828,0.142857142857143,0.0,0.0,0.076,1,0.916,T3,MedQA,1,Decentralized,Decentralized
250,0.924,1622.816,0.001498456,3.276,0.07133333333333333,0.3451490175062819,195.82983936240802,0.312341717113955,0.09523809523809532,0.36162005785920925,0.029411764705882353,0.08133333333333333,3,0.916,T3,MedQA,3,Decentralized,Decentralized
250,0.928,2933.296,0.002621332,5.7,0.212,0.34673878054657725,434.7226577026564,0.1735479106097714,0.142857142857143,0.6865810376880175,0.05327868852459016,0.0776,5,0.916,T3,MedQA,5,Decentralized,Decentralized
250,0.924,4204.436,0.0037006359999999998,8.064,0.372,0.34805511514182447,666.4440247628353,0.1205567491097498,0.09523809523809532,0.6756355428842955,0.05327868852459016,0.07885714285714286,7,0.916,T3,MedQA,7,Decentralized,Decentralized
250,0.924,5380.208,0.0047013160000000005,10.332,0.5013333333333333,0.3506939285096156,880.7803647341057,0.0942106951998882,0.09523809523809532,0.7103393843725335,0.05714285714285714,0.08044444444444444,9,0.916,T3,MedQA,9,Decentralized,Decentralized
250,0.936,469.104,0.000434424,1.02,0.0,0.0,-14.485091985620635,1.094545994065282,0.23809523809523814,0.0,0.0,0.064,2,0.916,T3,MedQA,1,Hybrid,Hybrid
250,0.932,502.232,0.00047938799999999997,1.06,0.0,0.005455494950863128,-8.44605187361911,1.0179790375762594,0.19047619047619047,0.052910052910052914,0.004273504273504274,0.08076923076923077,4,0.916,T3,MedQA,3,Hybrid,Hybrid
250,0.932,534.012,0.000521668,1.1,0.0,0.005639800392703292,-2.6527442559118026,0.95739730193329,0.19047619047619047,0.04615384615384616,0.004273504273504274,0.09259259259259259,6,0.916,T3,MedQA,5,Hybrid,Hybrid
250,0.932,564.156,0.000560652,1.14,0.0,0.005913162064507417,2.8423301565542007,0.9062416211118911,0.19047619047619047,0.0412614205717654,0.004273504273504274,0.10357142857142858,8,0.916,T3,MedQA,7,Hybrid,Hybrid
250,0.932,595.32,0.000601684,1.18,0.0,0.0059579659167497195,8.523344586957965,0.8588013975676947,0.19047619047619047,0.03755503755503756,0.004273504273504274,0.11379310344827587,10,0.916,T3,MedQA,9,Hybrid,Hybrid
250,0.92,515.6,0.00051884,1.0,0.0,0.0,-6.009143873823281,0.9788186190845617,0.04761904761904766,0.0,0.0,0.08,1,0.916,T3,MedQA,1,SAS-repeated,Self-consistency
250,0.928,961.336,0.001410276,1.0,0.0,0.3479206626435951,75.24591478842943,0.5295415879567602,0.142857142857143,0.33763505402160865,0.025210084033613446,0.07466666666666667,3,0.916,T3,MedQA,3,SAS-repeated,Self-consistency
250,0.932,1406.92,0.00230146,1.0,0.0,0.3449319521991918,156.47326474212676,0.36339070309612487,0.19047619047619047,0.44142314822989315,0.03319502074688797,0.0752,5,0.916,T3,MedQA,5,SAS-repeated,Self-consistency
250,0.94,2587.208,0.004149616,2.0,0.0,0.3424746510146442,371.6328450281098,0.19930757789864595,0.2857142857142858,0.44622936189201257,0.03292181069958848,0.07377777777777778,9,0.916,T3,MedQA,9,SAS-repeated,Self-consistency
250,0.936,3900.92,0.00677706,2.0,0.0,0.34380619720918354,611.1148380134315,0.13162431016273082,0.23809523809523814,0.6212817230213118,0.044897959183673466,0.07226666666666667,15,0.916,T3,MedQA,15,SAS-repeated,Self-consistency
500,0.416,584.458,0.000586122,1.0,0.0,0.0,-11.567419368505155,0.4704148595793025,0.06849315068493138,0.0,0.0,0.584,1,0.41600000000000004,T3,MedXpertQA,1,Independent,Independent
250,0.464,1719.44,0.001713556,3.0,0.0,0.31200491003487063,160.1632905033681,0.178349527753222,0.08219178082191769,0.289504158332456,0.15942028985507245,0.5506666666666666,3,0.41600000000000004,T3,MedXpertQA,3,Independent,Independent
250,0.472,2859.636,0.002843696,5.0,0.0,0.313981763104614,332.68291501994224,0.10908681244745834,0.09589041095890401,0.32334447628143903,0.18055555555555555,0.5584,5,0.41600000000000004,T3,MedXpertQA,5,Independent,Independent
250,0.46,4000.288,0.00397468,7.0,0.0,0.31496368949524867,505.27153552385505,0.07599894807573855,0.07534246575342454,0.38636144112817544,0.21768707482993196,0.5634285714285714,7,0.41600000000000004,T3,MedXpertQA,7,Independent,Independent
250,0.464,5140.664,0.005105436,9.0,0.0,0.31491867695075265,677.8183952985892,0.05965402757309173,0.08219178082191769,0.3827588406660004,0.21621621621621623,0.5648888888888889,9,0.41600000000000004,T3,MedXpertQA,9,Independent,Independent
250,0.468,1522.344,0.001530808,2.192,0.524,0.0,130.34128804614258,0.20317677476312845,0.08904109589041086,0.06449948400412796,0.03508771929824561,0.544,2,0.41600000000000004,T3,MedXpertQA,1,Centralized,Centralized
250,0.492,2663.868,0.002479412,4.136,0.801,0.31200491003487063,303.0618482451415,0.12206563388275996,0.1301369863013698,0.1973891988630382,0.10869565217391304,0.5506666666666666,4,0.41600000000000004,T3,MedXpertQA,3,Centralized,Centralized
250,0.484,3971.712,0.003680572,6.248,0.9625,0.313981763104614,500.94778698396755,0.08053944294047503,0.11643835616438349,0.3109081502706144,0.1736111111111111,0.5584,6,0.41600000000000004,T3,MedXpertQA,5,Centralized,Centralized
250,0.46,5208.664,0.004891232,8.28,1.0465,0.31496368949524867,688.1072706034727,0.05836768891216635,0.07534246575342454,0.38636144112817544,0.21768707482993196,0.5634285714285714,8,0.41600000000000004,T3,MedXpertQA,7,Centralized,Centralized
250,0.464,6417.352,0.006065508000000001,10.304,1.1052,0.31491867695075265,870.9902134639011,0.04778626947688081,0.08219178082191769,0.3827588406660004,0.21621621621621623,0.5648888888888889,10,0.41600000000000004,T3,MedXpertQA,9,Centralized,Centralized
250,0.456,577.34,0.0005794200000000001,1.0,0.0,0.0,-12.644422521742813,0.5220044479855891,0.06849315068493138,0.0,0.0,0.544,1,0.41600000000000004,T3,MedXpertQA,1,Decentralized,Decentralized
250,0.476,2545.684,0.00232818,4.104,0.3213333333333333,0.31200491003487063,285.1797829652539,0.12357865626684221,0.10273972602739717,0.2500263185598484,0.13768115942028986,0.5506666666666666,3,0.41600000000000004,T3,MedXpertQA,3,Decentralized,Decentralized
250,0.48,5063.408,0.004393944,7.64,0.8813333333333334,0.313981763104614,666.1290224963233,0.06265263237724472,0.10958904109589032,0.29847182425978985,0.16666666666666666,0.5584,5,0.41600000000000004,T3,MedXpertQA,5,Decentralized,Decentralized
250,0.468,8016.424,0.006645092,11.592,1.544,0.31496368949524867,1112.940984221707,0.038583905242537075,0.08904109589041086,0.36221385105766446,0.20408163265306123,0.5634285714285714,7,0.41600000000000004,T3,MedXpertQA,7,Decentralized,Decentralized
250,0.46,11178.212,0.009144276,15.588,2.1973333333333334,0.31491867695075265,1591.3416088169608,0.027197344262212958,0.07534246575342454,0.3947200544368129,0.22297297297297297,0.5648888888888889,9,0.41600000000000004,T3,MedXpertQA,9,Decentralized,Decentralized
250,0.452,604.796,0.000605348,1.06,0.0,0.0,-8.490137810406285,0.49393583290894777,0.06164383561643823,0.0,0.0,0.548,2,0.41600000000000004,T3,MedXpertQA,1,Hybrid,Hybrid
250,0.444,698.864,0.0007104559999999999,1.204,0.0048,0.0163765036570846,5.743008104002375,0.4198859177178965,0.04794520547945191,0.04520503713270907,0.02631578947368421,0.5821428571428572,4,0.41600000000000004,T3,MedXpertQA,3,Hybrid,Hybrid
250,0.448,875.536,0.000865452,1.44,0.03142857142857143,0.016311661532001774,32.47471660200814,0.3381777379799346,0.05479452054794507,0.029239766081871343,0.017543859649122806,0.6,6,0.41600000000000004,T3,MedXpertQA,5,Hybrid,Hybrid
250,0.444,919.592,0.00092816,1.532,0.037672727272727274,0.016863992868158473,39.14069734365448,0.31910146238766757,0.04794520547945191,0.05658414811732889,0.034782608695652174,0.6147058823529412,8,0.41600000000000004,T3,MedXpertQA,7,Hybrid,Hybrid
250,0.444,1257.932,0.001200048,1.936,0.10300345458240195,0.016604400444445482,90.33390426504143,0.23327425647809263,0.04794520547945191,0.06904015524705182,0.04310344827586207,0.6243243243243243,10,0.41600000000000004,T3,MedXpertQA,9,Hybrid,Hybrid
250,0.424,630.876,0.000667952,1.0,0.0,0.0,-4.5440515170038855,0.444183947400123,0.013698630136986314,0.0,0.0,0.576,1,0.41600000000000004,T3,MedXpertQA,1,SAS-repeated,Self-consistency
250,0.432,1213.944,0.001834096,1.0,0.0,0.31159153371149406,83.67821239869996,0.2351939265732192,0.02739726027397263,0.2117208672086721,0.12195121951219512,0.576,3,0.41600000000000004,T3,MedXpertQA,3,SAS-repeated,Self-consistency
250,0.432,1797.14,0.003000464,1.0,0.0,0.31138452825890944,171.91984360909535,0.158870347329646,0.02739726027397263,0.3309329662183628,0.18796992481203006,0.568,5,0.41600000000000004,T3,MedXpertQA,5,SAS-repeated,Self-consistency
250,0.46,3299.36,0.005411132,2.0,0.0,0.31000796743205977,399.21622979295154,0.09214444013384414,0.07534246575342454,0.3284985091221509,0.18439716312056736,0.5613333333333334,9,0.41600000000000004,T3,MedXpertQA,9,SAS-repeated,Self-consistency
250,0.476,5029.224,0.008870868,2.0,0.0,0.31087389015002914,660.9567443577623,0.062552832802834,0.10273972602739717,0.341273633199099,0.19047619047619047,0.5581333333333334,15,0.41600000000000004,T3,MedXpertQA,15,SAS-repeated,Self-consistency
